payment_id,account_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id,source_row_number,exact_duplicate_flag,payment_id_rows,payment_accounts,payment_times,payment_statuses,payment_id_conflict_flag,borrower_resolution_rule,borrower_id,borrower_id_mismatch_flag,account_missing_flag,raw_borrower_id,reference_row_count,reference_account_count,payment_reference_collision_flag,is_valid_recovery,event_at_utc
PAYMENT0001098,ACC0003773,2026-07-05 07:42:08,TXN0000050383,73016.34,REVERSED,NACH,VND0000008,1098,False,1,1,1,1,0,account_master,BRW0007244,1,0,BRW0007452,1.0,1.0,0,0,2026-07-05 07:42:08
PAYMENT0001099,ACC0019242,2026-04-15 20:59:31,TXN0000029009,123059.29,SUCCESS,UPI,VND0000009,1099,False,1,1,1,1,0,account_master,BRW0006341,1,0,BRW0004606,3.0,3.0,1,1,2026-04-15 20:59:31
PAYMENT0001100,ACC0024997,2026-05-23 00:05:14,TXN0000026381,97690.29,PENDING,NACH,VND0000014,1100,False,1,1,1,1,0,account_master,BRW0006760,1,0,BRW0010612,2.0,2.0,1,0,2026-05-23 00:05:14
PAYMENT0001101,ACC0015551,2026-01-17 08:31:30,TXN0000045498,138838.93,SUCCESS,UPI,VND0000002,1101,False,1,1,1,1,0,account_master,BRW0003604,1,0,BRW0007149,1.0,1.0,0,1,2026-01-17 08:31:30
PAYMENT0001102,ACC0018728,2026-06-11 08:26:29,TXN0000012117,55485.79,SUCCESS,CASH,VND0000004,1102,False,1,1,1,1,0,account_master,BRW0009625,1,0,BRW0000541,1.0,1.0,0,1,2026-06-11 08:26:29
PAYMENT0001103,ACC0029000,2026-01-23 22:04:04,TXN0000048632,33958.59,SUCCESS,UPI,VND0000002,1103,False,1,1,1,1,0,account_master,BRW0000366,1,0,BRW0008952,1.0,1.0,0,1,2026-01-23 22:04:04
PAYMENT0001104,ACC0014934,2026-02-18 14:58:52,TXN0000007017,61156.3,SUCCESS,NETBANKING,VND0000015,1104,False,1,1,1,1,0,account_master,BRW0010525,1,0,BRW0002634,1.0,1.0,0,1,2026-02-18 14:58:52
PAYMENT0001105,ACC0015029,2026-04-19 15:10:42,TXN0000044587,37566.03,SUCCESS,CASH,VND0000005,1105,False,1,1,1,1,0,account_master,BRW0003009,1,0,BRW0011518,1.0,1.0,0,1,2026-04-19 15:10:42
PAYMENT0001106,ACC0012306,2026-07-31 03:10:52,TXN0000038841,4467.66,SUCCESS,UPI,VND0000009,1106,False,1,1,1,1,0,account_master,BRW0011751,1,0,BRW0009264,1.0,1.0,0,1,2026-07-31 03:10:52
PAYMENT0001107,ACC0026095,2026-07-29 07:46:46,TXN0000020826,38683.33,FAILED,CARD,VND0000014,1107,False,1,1,1,1,0,account_master,BRW0010133,1,0,BRW0010600,2.0,2.0,1,0,2026-07-29 07:46:46
PAYMENT0001108,ACC0005040,2026-01-02 11:28:53,TXN0000056820,149416.86,FAILED,NETBANKING,VND0000003,1108,False,1,1,1,1,0,account_master,BRW0002913,1,0,BRW0009969,1.0,1.0,0,0,2026-01-02 11:28:53
PAYMENT0001109,ACC0029692,2026-05-15 16:23:01,TXN0000019670,72980.45,SUCCESS,UPI,VND0000006,1109,False,1,1,1,1,0,account_master,BRW0010677,1,0,BRW0004685,2.0,2.0,1,1,2026-05-15 16:23:01
PAYMENT0001110,ACC0028190,2026-04-09 16:19:54,TXN0000038728,65350.65,SUCCESS,NACH,VND0000004,1110,False,1,1,1,1,0,raw_event_borrower,BRW0011079,0,1,BRW0011079,2.0,2.0,1,1,2026-04-09 16:19:54
PAYMENT0001111,ACC0003600,2026-04-09 07:10:38,TXN0000035755,33923.43,REVERSED,UPI,VND0000013,1111,False,1,1,1,1,0,account_master,BRW0000361,1,0,BRW0010142,1.0,1.0,0,0,2026-04-09 07:10:38
PAYMENT0001112,ACC0016393,2026-02-15 15:12:55,TXN0000058493,140921.03,FAILED,CARD,VND0000002,1112,False,1,1,1,1,0,account_master,BRW0010533,1,0,BRW0004219,1.0,1.0,0,0,2026-02-15 15:12:55
PAYMENT0001113,ACC0013045,2026-03-08 23:46:31,TXN0000049634,135185.52,SUCCESS,CARD,VND0000002,1113,False,1,1,1,1,0,account_master,BRW0001423,1,0,BRW0002307,1.0,1.0,0,1,2026-03-08 23:46:31
PAYMENT0001114,ACC0004512,2026-07-07 00:35:28,TXN0000029613,80258.44,SUCCESS,NACH,VND0000007,1114,False,1,1,1,1,0,account_master,BRW0002045,1,0,BRW0002036,1.0,1.0,0,1,2026-07-07 00:35:28
PAYMENT0001115,ACC0003001,2026-06-09 19:08:45,TXN0000010854,54522.16,SUCCESS,UPI,VND0000008,1115,False,1,1,1,1,0,account_master,BRW0001829,1,0,BRW0001539,1.0,1.0,0,1,2026-06-09 19:08:45
PAYMENT0001116,ACC0005214,2026-06-03 07:28:01,TXN0000004843,58051.48,SUCCESS,NETBANKING,VND0000005,1116,False,1,1,1,1,0,account_master,BRW0005919,1,0,BRW0005189,1.0,1.0,0,1,2026-06-03 07:28:01
PAYMENT0001117,ACC0027502,2026-07-10 19:49:48,TXN0000062557,111415.3,FAILED,NETBANKING,VND0000004,1117,False,1,1,1,1,0,account_master,BRW0001808,1,0,BRW0004777,2.0,2.0,1,0,2026-07-10 19:49:48
PAYMENT0001118,ACC0026632,2026-01-05 07:37:39,TXN0000009279,107112.28,SUCCESS,CARD,VND0000014,1118,False,1,1,1,1,0,account_master,BRW0005021,1,0,BRW0010862,1.0,1.0,0,1,2026-01-05 07:37:39
PAYMENT0001119,ACC0000955,2026-03-31 00:28:29,TXN0000020830,57551.44,SUCCESS,NETBANKING,VND0000012,1119,False,1,1,1,1,0,account_master,BRW0005016,1,0,BRW0006086,1.0,1.0,0,1,2026-03-31 00:28:29
PAYMENT0001120,ACC0015675,2026-06-25 00:02:59,TXN0000046761,74331.26,SUCCESS,CARD,VND0000001,1120,False,1,1,1,1,0,account_master,BRW0003096,1,0,BRW0007351,2.0,2.0,1,1,2026-06-25 00:02:59
PAYMENT0001121,ACC0019384,2026-02-20 06:15:32,TXN0000008186,127924.24,FAILED,CASH,VND0000009,1121,False,1,1,1,1,0,account_master,BRW0004770,1,0,BRW0003393,1.0,1.0,0,0,2026-02-20 06:15:32
PAYMENT0001122,ACC0027559,2026-03-13 09:14:37,TXN0000034595,79145.84,SUCCESS,UPI,VND0000003,1122,False,1,1,1,1,0,account_master,BRW0007340,1,0,BRW0007782,2.0,2.0,1,1,2026-03-13 09:14:37
PAYMENT0001123,ACC0016601,2026-02-18 14:58:42,TXN0000064266,105528.57,SUCCESS,CASH,VND0000013,1123,False,1,1,1,1,0,account_master,BRW0006017,1,0,BRW0007861,1.0,1.0,0,1,2026-02-18 14:58:42
PAYMENT0001124,ACC0008117,2026-06-14 23:07:14,TXN0000025356,127518.05,SUCCESS,CARD,VND0000011,1124,False,1,1,1,1,0,account_master,BRW0001453,1,0,BRW0007832,1.0,1.0,0,1,2026-06-14 23:07:14
PAYMENT0001125,ACC0013678,2026-04-12 00:48:54,TXN0000034320,77621.21,SUCCESS,CASH,VND0000006,1125,False,1,1,1,1,0,account_master,BRW0003942,1,0,BRW0007457,3.0,3.0,1,1,2026-04-12 00:48:54
PAYMENT0001126,ACC0007721,2026-05-04 09:33:26,TXN0000032260,6007.02,SUCCESS,UPI,VND0000014,1126,False,1,1,1,1,0,account_master,BRW0002867,1,0,BRW0010019,3.0,3.0,1,1,2026-05-04 09:33:26
PAYMENT0001127,ACC0003928,2026-06-05 13:07:32,TXN0000038604,82036.33,REVERSED,UPI,VND0000005,1127,False,1,1,1,1,0,account_master,BRW0002334,1,0,BRW0003320,1.0,1.0,0,0,2026-06-05 13:07:32
PAYMENT0001128,ACC0026090,2026-07-24 04:06:12,TXN0000043966,39747.4,SUCCESS,NACH,VND0000014,1128,False,1,1,1,1,0,account_master,BRW0000795,1,0,BRW0006737,3.0,3.0,1,1,2026-07-24 04:06:12
PAYMENT0001129,ACC0024161,2026-04-26 04:52:09,TXN0000041899,1660.24,SUCCESS,CASH,VND0000012,1129,False,1,1,1,1,0,account_master,BRW0007779,1,0,BRW0007294,2.0,2.0,1,1,2026-04-26 04:52:09
PAYMENT0001130,ACC0012417,2026-01-26 19:17:23,TXN0000043645,146780.05,SUCCESS,NETBANKING,VND0000015,1130,False,1,1,1,1,0,account_master,BRW0010687,1,0,BRW0003289,2.0,2.0,1,1,2026-01-26 19:17:23
PAYMENT0001131,ACC0024035,2026-06-10 04:12:18,TXN0000001814,112924.28,SUCCESS,NACH,VND0000009,1131,False,1,1,1,1,0,account_master,BRW0011389,1,0,BRW0003891,1.0,1.0,0,1,2026-06-10 04:12:18
PAYMENT0001132,ACC0007217,2026-04-25 09:45:51,TXN0000029664,113345.99,FAILED,UPI,VND0000012,1132,False,1,1,1,1,0,account_master,BRW0006904,1,0,BRW0006366,1.0,1.0,0,0,2026-04-25 09:45:51
PAYMENT0001133,ACC0006634,2026-04-21 23:46:43,TXN0000041539,60732.11,REVERSED,NACH,VND0000014,1133,False,1,1,1,1,0,account_master,BRW0003363,1,0,BRW0002798,1.0,1.0,0,0,2026-04-21 23:46:43
PAYMENT0001134,ACC0025080,2026-03-14 13:49:49,TXN0000038285,108988.27,SUCCESS,NETBANKING,VND0000012,1134,False,1,1,1,1,0,account_master,BRW0009284,1,0,BRW0011969,1.0,1.0,0,1,2026-03-14 13:49:49
PAYMENT0001135,ACC0020025,2026-05-01 20:50:19,TXN0000067332,80203.49,SUCCESS,NACH,VND0000006,1135,False,1,1,1,1,0,account_master,BRW0003656,1,0,BRW0006010,2.0,2.0,1,1,2026-05-01 20:50:19
PAYMENT0001136,ACC0006442,2026-05-14 12:28:21,TXN0000048548,63156.22,SUCCESS,NACH,VND0000001,1136,False,1,1,1,1,0,account_master,BRW0000577,1,0,BRW0003733,1.0,1.0,0,1,2026-05-14 12:28:21
PAYMENT0001137,ACC0006630,2026-06-25 05:12:39,TXN0000005795,26013.2,SUCCESS,CASH,VND0000009,1137,False,1,1,1,1,0,account_master,BRW0009175,1,0,BRW0006601,1.0,1.0,0,1,2026-06-25 05:12:39
PAYMENT0001138,ACC0004019,2026-04-10 15:45:15,TXN0000017659,104422.17,SUCCESS,UPI,VND0000009,1138,False,1,1,1,1,0,account_master,BRW0002568,1,0,BRW0009609,1.0,1.0,0,1,2026-04-10 15:45:15
PAYMENT0001139,ACC0025358,2026-01-31 15:36:44,TXN0000002834,79542.11,SUCCESS,NACH,VND0000004,1139,False,1,1,1,1,0,account_master,BRW0010274,1,0,BRW0001919,1.0,1.0,0,1,2026-01-31 15:36:44
PAYMENT0001140,ACC0024007,2026-03-08 02:09:34,TXN0000026079,120348.08,REVERSED,NETBANKING,VND0000015,1140,False,1,1,1,1,0,account_master,BRW0005957,1,0,BRW0003290,2.0,2.0,1,0,2026-03-08 02:09:34
PAYMENT0001141,ACC0012095,2026-03-20 04:01:13,TXN0000054613,10395.28,FAILED,NETBANKING,VND0000007,1141,False,1,1,1,1,0,account_master,BRW0008189,1,0,BRW0005860,1.0,1.0,0,0,2026-03-20 04:01:13
PAYMENT0001142,ACC0000798,2026-04-28 00:07:01,TXN0000057827,68082.37,SUCCESS,NETBANKING,VND0000003,1142,False,1,1,1,1,0,account_master,BRW0009295,1,0,BRW0001172,2.0,2.0,1,1,2026-04-28 00:07:01
PAYMENT0001143,ACC0011053,2026-02-13 14:37:29,TXN0000065986,85060.58,SUCCESS,CARD,VND0000005,1143,False,1,1,1,1,0,account_master,BRW0004467,1,0,BRW0004573,1.0,1.0,0,1,2026-02-13 14:37:29
PAYMENT0001144,ACC0017267,2026-01-18 16:10:59,TXN0000008979,13984.79,SUCCESS,CARD,VND0000003,1144,False,1,1,1,1,0,account_master,BRW0011823,1,0,BRW0000194,1.0,1.0,0,1,2026-01-18 16:10:59
PAYMENT0001145,ACC0027148,2026-01-15 13:09:49,TXN0000023657,124042.88,SUCCESS,CARD,VND0000013,1145,False,1,1,1,1,0,account_master,BRW0009097,1,0,BRW0002742,1.0,1.0,0,1,2026-01-15 13:09:49
PAYMENT0001146,ACC0018160,2026-03-17 07:14:30,TXN0000038068,19031.33,SUCCESS,CARD,VND0000002,1146,False,1,1,1,1,0,account_master,BRW0009383,1,0,BRW0002848,1.0,1.0,0,1,2026-03-17 07:14:30
PAYMENT0001147,ACC0020537,2026-07-07 07:43:53,TXN0000026035,79809.72,SUCCESS,NACH,VND0000008,1147,False,1,1,1,1,0,account_master,BRW0011622,1,0,BRW0010751,2.0,2.0,1,1,2026-07-07 07:43:53
PAYMENT0001148,ACC0029810,2026-01-09 06:39:16,TXN0000021762,114939.14,PENDING,NETBANKING,VND0000006,1148,False,1,1,1,1,0,account_master,BRW0002863,1,0,BRW0001396,1.0,1.0,0,0,2026-01-09 06:39:16
PAYMENT0001149,ACC0006139,2026-06-05 06:45:40,TXN0000012430,127179.31,SUCCESS,NACH,VND0000011,1149,False,1,1,1,1,0,account_master,BRW0004547,1,0,BRW0007082,1.0,1.0,0,1,2026-06-05 06:45:40
PAYMENT0001150,ACC0001583,2026-04-19 22:43:12,TXN0000043304,37612.92,FAILED,NACH,VND0000012,1150,False,1,1,1,1,0,account_master,BRW0010401,1,0,BRW0001415,1.0,1.0,0,0,2026-04-19 22:43:12
PAYMENT0001151,ACC0024871,2026-04-27 18:52:07,TXN0000007988,112458.82,SUCCESS,UPI,VND0000012,1151,False,1,1,1,1,0,account_master,BRW0000701,1,0,BRW0004692,1.0,1.0,0,1,2026-04-27 18:52:07
PAYMENT0001152,ACC0011048,2026-03-02 23:47:01,TXN0000027229,4277.08,SUCCESS,CARD,VND0000004,1152,False,1,1,1,1,0,account_master,BRW0011425,1,0,BRW0005435,2.0,2.0,1,1,2026-03-02 23:47:01
PAYMENT0001153,ACC0008078,2026-01-15 20:28:23,TXN0000000349,41520.89,PENDING,CASH,VND0000008,1153,False,1,1,1,1,0,account_master,BRW0009753,1,0,BRW0010122,1.0,1.0,0,0,2026-01-15 20:28:23
PAYMENT0001154,ACC0008423,2026-02-28 13:23:36,TXN0000016584,70112.94,FAILED,UPI,VND0000015,1154,False,1,1,1,1,0,account_master,BRW0007382,1,0,BRW0009388,2.0,2.0,1,0,2026-02-28 13:23:36
PAYMENT0001155,ACC0024340,2026-04-09 02:59:25,TXN0000002101,85341.21,SUCCESS,NACH,VND0000010,1155,False,1,1,1,1,0,account_master,BRW0001289,1,0,BRW0004480,1.0,1.0,0,1,2026-04-09 02:59:25
PAYMENT0001156,ACC0028146,2026-06-11 01:17:28,TXN0000023054,49765.73,SUCCESS,UPI,VND0000004,1156,False,1,1,1,1,0,account_master,BRW0003435,1,0,BRW0007965,1.0,1.0,0,1,2026-06-11 01:17:28
PAYMENT0001157,ACC0012838,2026-02-18 16:00:31,TXN0000042923,79275.73,SUCCESS,CASH,VND0000012,1157,False,1,1,1,1,0,account_master,BRW0010393,1,0,BRW0009974,1.0,1.0,0,1,2026-02-18 16:00:31
PAYMENT0001158,ACC0009487,2026-04-24 12:15:03,TXN0000055837,50794.98,SUCCESS,NACH,VND0000007,1158,False,1,1,1,1,0,account_master,BRW0009360,1,0,BRW0001103,1.0,1.0,0,1,2026-04-24 12:15:03
PAYMENT0001159,ACC0009710,2026-07-14 04:17:58,TXN0000017942,5004.1,SUCCESS,CARD,VND0000002,1159,False,1,1,1,1,0,account_master,BRW0000744,1,0,BRW0000180,1.0,1.0,0,1,2026-07-14 04:17:58
PAYMENT0001160,ACC0022474,2026-01-26 23:59:56,TXN0000048593,28513.03,SUCCESS,NETBANKING,VND0000010,1160,False,1,1,1,1,0,account_master,BRW0004696,1,0,BRW0001171,1.0,1.0,0,1,2026-01-26 23:59:56
PAYMENT0001161,ACC0027426,2026-04-05 10:52:57,TXN0000019572,93358.85,SUCCESS,CASH,VND0000011,1161,False,1,1,1,1,0,account_master,BRW0006013,1,0,BRW0011256,1.0,1.0,0,1,2026-04-05 10:52:57
PAYMENT0001162,ACC0015156,2026-07-24 23:21:48,TXN0000026691,137603.03,SUCCESS,NACH,VND0000011,1162,False,1,1,1,1,0,account_master,BRW0007686,1,0,BRW0007060,1.0,1.0,0,1,2026-07-24 23:21:48
PAYMENT0001163,ACC0024506,2026-04-20 23:06:59,TXN0000003635,111019.92,SUCCESS,CARD,VND0000008,1163,False,1,1,1,1,0,account_master,BRW0008724,1,0,BRW0000528,1.0,1.0,0,1,2026-04-20 23:06:59
PAYMENT0001164,ACC0004045,2026-05-18 14:51:18,TXN0000056140,63642.92,SUCCESS,UPI,VND0000012,1164,False,1,1,1,1,0,account_master,BRW0008002,1,0,BRW0005889,1.0,1.0,0,1,2026-05-18 14:51:18
PAYMENT0001165,ACC0018249,2026-05-31 08:22:40,TXN0000062203,27569.19,SUCCESS,UPI,VND0000005,1165,False,1,1,1,1,0,account_master,BRW0009272,1,0,BRW0011073,2.0,2.0,1,1,2026-05-31 08:22:40
PAYMENT0001166,ACC0001484,2026-07-02 07:58:42,TXN0000061619,43273.94,SUCCESS,NACH,VND0000009,1166,False,1,1,1,1,0,account_master,BRW0005532,1,0,BRW0001388,1.0,1.0,0,1,2026-07-02 07:58:42
PAYMENT0001167,ACC0006872,2026-05-31 19:46:06,TXN0000007532,135292.86,SUCCESS,UPI,VND0000013,1167,False,1,1,1,1,0,account_master,BRW0001269,1,0,BRW0005032,1.0,1.0,0,1,2026-05-31 19:46:06
PAYMENT0001168,ACC0003628,2026-03-12 07:04:32,TXN0000066159,145161.37,REVERSED,CASH,VND0000012,1168,False,1,1,1,1,0,account_master,BRW0008895,1,0,BRW0003677,2.0,2.0,1,0,2026-03-12 07:04:32
PAYMENT0001169,ACC0025839,2026-03-10 10:02:54,TXN0000027538,128101.0,SUCCESS,NACH,VND0000003,1169,False,1,1,1,1,0,account_master,BRW0008345,1,0,BRW0009553,1.0,1.0,0,1,2026-03-10 10:02:54
PAYMENT0001170,ACC0012511,2026-03-17 14:54:25,TXN0000019116,104738.12,SUCCESS,CASH,VND0000013,1170,False,1,1,1,1,0,account_master,BRW0003259,1,0,BRW0002744,1.0,1.0,0,1,2026-03-17 14:54:25
PAYMENT0001171,ACC0018815,2026-04-06 02:19:19,TXN0000044971,18857.77,FAILED,CASH,VND0000012,1171,False,1,1,1,1,0,account_master,BRW0010192,1,0,BRW0008552,1.0,1.0,0,0,2026-04-06 02:19:19
PAYMENT0001172,ACC0010225,2026-03-03 16:31:07,TXN0000068543,2192.79,REVERSED,NACH,VND0000007,1172,False,1,1,1,1,0,account_master,BRW0000941,1,0,BRW0002488,1.0,1.0,0,0,2026-03-03 16:31:07
PAYMENT0001173,ACC0000196,2026-05-08 16:40:38,TXN0000069825,110360.35,REVERSED,NETBANKING,VND0000005,1173,False,1,1,1,1,0,account_master,BRW0005595,1,0,BRW0007989,3.0,3.0,1,0,2026-05-08 16:40:38
PAYMENT0001174,ACC0008317,2026-05-18 21:38:49,TXN0000058680,97254.38,SUCCESS,CARD,VND0000006,1174,False,1,1,1,1,0,account_master,BRW0001390,1,0,BRW0009901,1.0,1.0,0,1,2026-05-18 21:38:49
PAYMENT0001175,ACC0005123,2026-04-18 17:23:12,TXN0000025811,23559.1,SUCCESS,CARD,VND0000015,1175,False,1,1,1,1,0,account_master,BRW0010155,1,0,BRW0007904,1.0,1.0,0,1,2026-04-18 17:23:12
PAYMENT0001176,ACC0009365,2026-07-01 04:04:45,TXN0000007784,108852.07,SUCCESS,UPI,VND0000012,1176,False,1,1,1,1,0,account_master,BRW0002536,1,0,BRW0001684,2.0,2.0,1,1,2026-07-01 04:04:45
PAYMENT0001177,ACC0018867,2026-04-24 22:13:25,TXN0000068007,37233.38,SUCCESS,NACH,VND0000005,1177,False,1,1,1,1,0,account_master,BRW0002593,1,0,BRW0009864,1.0,1.0,0,1,2026-04-24 22:13:25
PAYMENT0001178,ACC0021389,2026-01-30 01:23:32,TXN0000018571,143776.08,SUCCESS,NETBANKING,VND0000012,1178,False,1,1,1,1,0,account_master,BRW0005071,1,0,BRW0000158,2.0,2.0,1,1,2026-01-30 01:23:32
PAYMENT0001179,ACC0019499,2026-05-02 16:39:39,TXN0000048162,45457.58,SUCCESS,NACH,VND0000014,1179,False,1,1,1,1,0,account_master,BRW0004119,1,0,BRW0005261,1.0,1.0,0,1,2026-05-02 16:39:39
PAYMENT0001180,ACC0027374,2026-04-14 12:52:07,TXN0000067308,14396.08,SUCCESS,CARD,VND0000006,1180,False,1,1,1,1,0,account_master,BRW0010399,1,0,BRW0005733,2.0,2.0,1,1,2026-04-14 12:52:07
PAYMENT0001181,ACC0019929,2026-07-07 00:51:18,TXN0000035923,9879.28,PENDING,CARD,VND0000007,1181,False,1,1,1,1,0,account_master,BRW0007482,1,0,BRW0006085,2.0,2.0,1,0,2026-07-07 00:51:18
PAYMENT0001182,ACC0004880,2026-06-23 02:31:36,TXN0000057689,110191.77,SUCCESS,UPI,VND0000001,1182,False,1,1,1,1,0,account_master,BRW0007539,1,0,BRW0004813,2.0,2.0,1,1,2026-06-23 02:31:36
PAYMENT0001183,ACC0023806,2026-03-20 12:48:55,TXN0000051445,141088.1,FAILED,UPI,VND0000009,1183,False,1,1,1,1,0,account_master,BRW0010370,1,0,BRW0011939,1.0,1.0,0,0,2026-03-20 12:48:55
PAYMENT0001184,ACC0008480,2026-02-18 19:55:58,TXN0000058182,39010.22,SUCCESS,UPI,VND0000010,1184,False,1,1,1,1,0,account_master,BRW0002695,1,0,BRW0006543,1.0,1.0,0,1,2026-02-18 19:55:58
PAYMENT0001185,ACC0017172,2026-02-26 10:10:04,TXN0000040820,125523.45,SUCCESS,CASH,VND0000002,1185,False,1,1,1,1,0,raw_event_borrower,BRW0001978,0,1,BRW0001978,1.0,1.0,0,1,2026-02-26 10:10:04
PAYMENT0001186,ACC0022290,2026-04-25 13:24:45,TXN0000005830,5673.15,SUCCESS,CARD,VND0000013,1186,False,1,1,1,1,0,account_master,BRW0000093,1,0,BRW0004197,2.0,2.0,1,1,2026-04-25 13:24:45
PAYMENT0001187,ACC0017148,2026-02-26 09:10:00,TXN0000066849,134084.69,SUCCESS,NETBANKING,VND0000010,1187,False,1,1,1,1,0,account_master,BRW0005615,1,0,BRW0006055,2.0,2.0,1,1,2026-02-26 09:10:00
PAYMENT0001188,ACC0022824,2026-01-27 00:44:35,TXN0000025826,78885.31,SUCCESS,CARD,VND0000002,1188,False,1,1,1,1,0,account_master,BRW0005795,1,0,BRW0010876,1.0,1.0,0,1,2026-01-27 00:44:35
PAYMENT0001189,ACC0021214,2026-04-05 07:26:58,,73174.53,SUCCESS,NETBANKING,VND0000004,1189,False,1,1,1,1,0,account_master,BRW0001142,1,0,BRW0000396,,,0,1,2026-04-05 07:26:58
PAYMENT0001190,ACC0019437,2026-03-28 12:16:49,TXN0000047896,93711.63,FAILED,CASH,VND0000008,1190,False,1,1,1,1,0,account_master,BRW0007249,1,0,BRW0003328,1.0,1.0,0,0,2026-03-28 12:16:49
PAYMENT0001191,ACC0025972,2026-07-02 06:35:00,TXN0000019333,147680.07,SUCCESS,CARD,VND0000015,1191,False,1,1,1,1,0,account_master,BRW0001359,1,0,BRW0011426,1.0,1.0,0,1,2026-07-02 06:35:00
PAYMENT0001192,ACC0028811,2026-06-03 00:32:57,TXN0000020152,78929.95,PENDING,NACH,VND0000006,1192,False,1,1,1,1,0,account_master,BRW0002520,1,0,BRW0003313,1.0,1.0,0,0,2026-06-03 00:32:57
PAYMENT0001193,ACC0024540,2026-02-22 11:11:45,TXN0000018447,39237.66,SUCCESS,CASH,VND0000008,1193,False,1,1,1,1,0,account_master,BRW0011493,1,0,BRW0001179,1.0,1.0,0,1,2026-02-22 11:11:45
PAYMENT0001194,ACC0014777,2026-06-17 04:49:46,TXN0000018593,24069.35,SUCCESS,CARD,VND0000006,1194,False,1,1,1,1,0,account_master,BRW0000175,1,0,BRW0005370,3.0,3.0,1,1,2026-06-17 04:49:46
PAYMENT0001195,ACC0017259,2026-03-23 03:23:14,TXN0000002076,45263.89,PENDING,UPI,VND0000012,1195,False,1,1,1,1,0,account_master,BRW0008673,1,0,BRW0003828,1.0,1.0,0,0,2026-03-23 03:23:14
PAYMENT0001196,ACC0028070,2026-04-16 02:31:53,TXN0000003484,132969.85,SUCCESS,NETBANKING,VND0000006,1196,False,1,1,1,1,0,account_master,BRW0009600,1,0,BRW0004571,1.0,1.0,0,1,2026-04-16 02:31:53
PAYMENT0001197,ACC0017420,2026-04-05 02:34:29,TXN0000025367,89664.37,FAILED,UPI,VND0000004,1197,False,1,1,1,1,0,account_master,BRW0007278,1,0,BRW0002705,1.0,1.0,0,0,2026-04-05 02:34:29
PAYMENT0001198,ACC0020007,2026-08-05 09:53:03,TXN0000033470,89988.76,SUCCESS,NETBANKING,VND0000012,1198,False,1,1,1,1,0,account_master,BRW0003196,1,0,BRW0003992,1.0,1.0,0,1,2026-08-05 09:53:03
PAYMENT0001199,ACC0005812,2026-01-28 21:12:56,TXN0000032884,91584.13,SUCCESS,CASH,VND0000009,1199,False,1,1,1,1,0,account_master,BRW0010702,1,0,BRW0003292,2.0,2.0,1,1,2026-01-28 21:12:56
PAYMENT0001200,ACC0001501,2026-01-31 23:21:26,TXN0000067843,18245.87,FAILED,CASH,VND0000013,1200,False,1,1,1,1,0,account_master,BRW0007217,1,0,BRW0009519,1.0,1.0,0,0,2026-01-31 23:21:26
PAYMENT0001201,ACC0015550,2026-06-01 20:04:59,TXN0000005280,112350.49,SUCCESS,NETBANKING,VND0000015,1201,False,1,1,1,1,0,account_master,BRW0005742,1,0,BRW0002384,3.0,3.0,1,1,2026-06-01 20:04:59
PAYMENT0001202,ACC0022088,2026-04-18 08:51:05,TXN0000037459,117868.64,SUCCESS,NACH,VND0000010,1202,False,1,1,1,1,0,account_master,BRW0007604,1,0,BRW0006320,1.0,1.0,0,1,2026-04-18 08:51:05
PAYMENT0001203,ACC0004478,2026-05-25 00:41:29,TXN0000018237,21718.38,SUCCESS,CASH,VND0000006,1203,False,1,1,1,1,0,account_master,BRW0005256,1,0,BRW0010054,1.0,1.0,0,1,2026-05-25 00:41:29
PAYMENT0001204,ACC0028924,2026-07-14 18:19:09,TXN0000064529,100144.52,SUCCESS,CASH,VND0000004,1204,False,1,1,1,1,0,account_master,BRW0002026,1,0,BRW0009840,1.0,1.0,0,1,2026-07-14 18:19:09
PAYMENT0001205,ACC0022481,2026-02-23 00:58:04,TXN0000015876,145694.72,SUCCESS,CASH,VND0000010,1205,False,1,1,1,1,0,account_master,BRW0003441,1,0,BRW0000068,2.0,2.0,1,1,2026-02-23 00:58:04
PAYMENT0001206,ACC0010587,2026-03-04 10:47:37,TXN0000012097,51616.1,SUCCESS,NACH,VND0000008,1206,False,1,1,1,1,0,account_master,BRW0008061,1,0,BRW0011167,1.0,1.0,0,1,2026-03-04 10:47:37
PAYMENT0001207,ACC0017365,2026-04-04 07:53:17,TXN0000033452,91094.82,SUCCESS,NETBANKING,VND0000009,1207,False,1,1,1,1,0,account_master,BRW0002980,1,0,BRW0000787,1.0,1.0,0,1,2026-04-04 07:53:17
PAYMENT0001208,ACC0016277,2026-06-28 08:38:18,TXN0000030540,932.4,SUCCESS,CARD,VND0000010,1208,False,1,1,1,1,0,account_master,BRW0003298,1,0,BRW0008745,1.0,1.0,0,1,2026-06-28 08:38:18
PAYMENT0001209,ACC0021064,2026-05-25 01:59:55,TXN0000037638,54898.74,SUCCESS,NETBANKING,VND0000009,1209,False,1,1,1,1,0,account_master,BRW0008156,1,0,BRW0001133,3.0,3.0,1,1,2026-05-25 01:59:55
PAYMENT0001210,ACC0009786,2026-08-03 22:58:45,TXN0000051110,72545.53,REVERSED,CARD,VND0000001,1210,False,1,1,1,1,0,account_master,BRW0010625,1,0,BRW0008436,2.0,2.0,1,0,2026-08-03 22:58:45
