dataset,record_id,reason_code,action,detail
borrowers,BRW0006106,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0010998,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0002282,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0001958,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0010815,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0010561,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0006543,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0000540,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0006286,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0003483,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0003997,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0007587,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0005732,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0009361,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0004743,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0010470,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0005407,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0003697,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0001473,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0003969,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0011680,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0006870,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0006143,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0003889,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0009178,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0003256,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0011119,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0005973,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0002771,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0008064,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0005043,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0006840,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0008616,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0002304,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0005347,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0001007,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0008266,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0001667,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0007100,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0001769,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0000185,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0005890,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0010719,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0004881,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0005904,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0002740,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0006958,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0011896,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0002430,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0010940,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0005621,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0004776,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0009304,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
borrowers,BRW0002404,EXACT_DUPLICATE,REJECT,Exact duplicate borrower snapshot removed.
calls,CALL0034972,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0036570,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0030265,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0009496,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0065717,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0074573,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0017418,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0010586,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0085691,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0005233,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0036607,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0088632,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0069617,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0072205,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0044209,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0023358,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0006442,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0016282,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0048013,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082727,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0057240,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0087668,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0044319,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0048748,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0009667,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0070394,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0075296,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0026537,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0031094,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0041628,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0003993,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0083067,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0005035,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0019102,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0003678,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0085674,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0030492,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0024468,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0073527,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0086717,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0045495,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0044122,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0039496,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0069276,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0026275,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0052553,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0012860,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0081702,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0005112,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0033807,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0077807,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0078191,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0042551,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0077497,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0068474,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0061380,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0047931,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0075827,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0083771,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0043158,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0031650,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0085840,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0050694,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0027879,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0001354,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0056941,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0027677,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0083615,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0065331,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0066194,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0088907,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0073270,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0026940,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0017598,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0009767,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082181,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0069553,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0064709,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0062993,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0013042,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0087458,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0019891,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0088992,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0064727,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0004165,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0072148,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082652,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0072627,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0025790,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0080831,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0027422,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0050776,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0005409,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0075007,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0088280,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0007186,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0078917,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0017753,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082722,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0031046,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0024956,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0065222,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0074057,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0018860,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0002685,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0066929,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0069525,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0083863,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0075492,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0066874,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0070797,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0016846,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0017866,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0020153,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0007475,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0057944,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0004135,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0074112,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0029008,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0087186,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0045620,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082654,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0054902,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0029167,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0015054,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0075097,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0021575,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0050276,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0042848,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082332,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0062034,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0087321,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0077041,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0007459,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0022621,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0072819,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0015798,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0048440,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0039684,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0000374,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0070240,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0068983,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0036501,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0003160,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0037610,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0075390,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0052388,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0050784,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0009157,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0063637,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0083689,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0027425,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0063390,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0084135,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0007249,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0004624,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0042484,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0085780,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0003847,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0048903,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0055922,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0025072,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0020954,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0047148,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0087188,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0059560,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0047290,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0000822,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0023119,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0088084,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0001109,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0056069,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0016738,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0060524,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0056249,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0008332,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0086481,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0031258,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082200,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0042665,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0023118,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0045463,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0038080,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0027952,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0042090,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0036541,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0049415,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0024254,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0001236,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0054436,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0018587,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0088185,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0081039,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082397,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0028366,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0070155,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0018221,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0059147,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0070625,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0008658,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0035611,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0044106,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0056922,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0077248,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0020190,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0039594,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0030185,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0089164,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0065942,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0019307,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0054213,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0049855,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0049267,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0055920,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0037031,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0000772,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0054276,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0027541,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0088987,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0072301,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0059378,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0018002,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0034791,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0067247,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082307,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0086313,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0089090,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0045621,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0017864,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0077189,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0005563,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0066438,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0078427,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0034612,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0049654,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0031598,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0055998,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0008483,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0079886,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0085752,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0012664,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0057351,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0048643,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0052470,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0019790,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0084843,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0073258,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0067845,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0085401,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0083824,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0047641,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0042420,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0014977,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0004779,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0060721,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0022452,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0069941,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0075357,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0035367,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0084063,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0084550,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0010778,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0063343,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0034934,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0072040,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0060480,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0082089,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0012080,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0021518,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0047450,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0038467,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0072045,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0014944,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0072225,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0054718,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0076711,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
calls,CALL0002830,EXACT_DUPLICATE,REJECT,Exact duplicate call event removed.
