call_id,account_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,timezone,source_row_number,exact_duplicate_flag,call_id_rows,call_accounts,call_times,call_agents,call_statuses,call_id_conflict_flag,borrower_resolution_rule,borrower_id,borrower_id_mismatch_flag,account_missing_flag,raw_borrower_id,event_timezone_present_flag,event_at_utc
CALL0022785,ACC0002954,2026-03-13 18:08:02,AGT0000782,CMP0000056,INBOUND,VND0000002,BUSY,74,Asia/Dubai,22785,False,1,1,1,1,1,0,account_master,BRW0008845,1,0,BRW0001891,1,2026-03-13 14:08:02
CALL0022786,ACC0029047,2026-06-03 13:21:16,AGT0000342,CMP0000027,OUTBOUND,VND0000008,FAILED,379,Asia/Kolkata,22786,False,1,1,1,1,1,0,account_master,BRW0009101,1,0,BRW0006083,1,2026-06-03 07:51:16
CALL0022787,ACC0006820,2026-05-14 03:15:24,AGT0000169,CMP0000087,OUTBOUND,VND0000008,VOICEMAIL,244,UTC,22787,False,1,1,1,1,1,0,account_master,BRW0009975,1,0,BRW0011586,1,2026-05-14 03:15:24
CALL0022788,ACC0011132,2026-01-25 00:02:59,AGT0000877,CMP0000067,OUTBOUND,VND0000003,VOICEMAIL,122,Asia/Kolkata,22788,False,1,1,1,1,1,0,account_master,BRW0009056,1,0,BRW0000999,1,2026-01-24 18:32:59
CALL0022789,ACC0003439,2026-02-23 23:31:20,AGT0000265,CMP0000113,OUTBOUND,VND0000008,VOICEMAIL,838,Asia/Dubai,22789,False,1,1,1,1,1,0,account_master,BRW0010136,1,0,BRW0000697,1,2026-02-23 19:31:20
CALL0022790,ACC0027680,2026-07-01 08:22:29,AGT0000195,CMP0000114,OUTBOUND,VND0000004,NO_ANSWER,376,Asia/Kolkata,22790,False,1,1,1,1,1,0,account_master,BRW0004607,1,0,BRW0005969,1,2026-07-01 02:52:29
CALL0022791,ACC0022833,2026-01-29 15:31:47,AGT0000676,CMP0000060,OUTBOUND,VND0000014,ANSWERED,596,UTC,22791,False,1,1,1,1,1,0,account_master,BRW0003465,1,0,BRW0001779,1,2026-01-29 15:31:47
CALL0022792,ACC0028585,2026-06-18 03:53:55,AGT0000600,CMP0000104,OUTBOUND,VND0000003,ANSWERED,785,UTC,22792,False,1,1,1,1,1,0,account_master,BRW0000450,1,0,BRW0002313,1,2026-06-18 03:53:55
CALL0022793,ACC0025573,2026-04-10 02:36:05,AGT0000075,CMP0000101,OUTBOUND,VND0000009,BUSY,152,UTC,22793,False,1,1,1,1,1,0,account_master,BRW0005211,1,0,BRW0004304,1,2026-04-10 02:36:05
CALL0022794,ACC0029300,2026-04-28 05:38:38,AGT0000157,CMP0000038,INBOUND,VND0000015,FAILED,671,Asia/Dubai,22794,False,1,1,1,1,1,0,account_master,BRW0003562,1,0,BRW0007858,1,2026-04-28 01:38:38
CALL0022795,ACC0006372,2026-01-14 18:38:18,AGT0000704,CMP0000004,OUTBOUND,VND0000005,VOICEMAIL,197,Asia/Kolkata,22795,False,1,1,1,1,1,0,account_master,BRW0005530,1,0,BRW0009446,1,2026-01-14 13:08:18
CALL0022796,ACC0028704,2026-01-21 03:17:31,AGT0000981,CMP0000110,OUTBOUND,VND0000001,BUSY,837,Asia/Kolkata,22796,False,1,1,1,1,1,0,account_master,BRW0003354,1,0,BRW0004611,1,2026-01-20 21:47:31
CALL0022797,ACC0018947,2026-06-23 07:16:31,AGT0000628,CMP0000087,OUTBOUND,VND0000015,BUSY,127,Asia/Kolkata,22797,False,1,1,1,1,1,0,account_master,BRW0006314,1,0,BRW0011096,1,2026-06-23 01:46:31
CALL0022798,ACC0014305,2026-06-25 07:33:11,AGT0000016,CMP0000039,OUTBOUND,VND0000009,ANSWERED,858,UTC,22798,False,1,1,1,1,1,0,account_master,BRW0002633,1,0,BRW0000003,1,2026-06-25 07:33:11
CALL0022799,ACC0015497,2026-05-31 16:51:46,AGT0000397,CMP0000004,OUTBOUND,VND0000001,VOICEMAIL,130,Asia/Dubai,22799,False,1,1,1,1,1,0,account_master,BRW0000005,1,0,BRW0001202,1,2026-05-31 12:51:46
CALL0022800,ACC0027587,2026-07-06 00:10:11,AGT0000673,CMP0000063,OUTBOUND,VND0000008,ANSWERED,816,Asia/Dubai,22800,False,1,1,1,1,1,0,account_master,BRW0003744,1,0,BRW0004085,1,2026-07-05 20:10:11
CALL0022801,ACC0019391,2026-02-25 12:14:43,AGT0000527,CMP0000059,OUTBOUND,VND0000012,FAILED,314,UTC,22801,False,1,1,1,1,1,0,account_master,BRW0009543,1,0,BRW0008547,1,2026-02-25 12:14:43
CALL0022802,ACC0020745,2026-01-01 03:34:34,AGT0000249,CMP0000019,OUTBOUND,VND0000015,FAILED,598,Asia/Kolkata,22802,False,1,1,1,1,1,0,account_master,BRW0004992,1,0,BRW0000616,1,2025-12-31 22:04:34
CALL0022803,ACC0005473,2026-05-03 18:49:45,AGT0000198,CMP0000034,OUTBOUND,VND0000001,BUSY,603,Asia/Dubai,22803,False,1,1,1,1,1,0,account_master,BRW0002819,1,0,BRW0005183,1,2026-05-03 14:49:45
CALL0022804,ACC0018099,2026-01-20 01:51:04,AGT0000803,CMP0000027,OUTBOUND,VND0000013,FAILED,483,Asia/Kolkata,22804,False,1,1,1,1,1,0,account_master,BRW0011273,1,0,BRW0004861,1,2026-01-19 20:21:04
CALL0022805,ACC0014613,2026-03-03 00:09:50,AGT0000428,CMP0000011,OUTBOUND,VND0000003,ANSWERED,645,UTC,22805,False,1,1,1,1,1,0,account_master,BRW0008615,1,0,BRW0007359,1,2026-03-03 00:09:50
CALL0022806,ACC0017785,2026-03-23 10:54:43,AGT0000586,CMP0000021,OUTBOUND,VND0000002,FAILED,866,Asia/Kolkata,22806,False,1,1,1,1,1,0,account_master,BRW0007133,1,0,BRW0002038,1,2026-03-23 05:24:43
CALL0022807,ACC0008594,2026-01-12 19:42:12,AGT0000982,CMP0000080,INBOUND,VND0000015,VOICEMAIL,650,Asia/Dubai,22807,False,1,1,1,1,1,0,account_master,BRW0006929,1,0,BRW0001902,1,2026-01-12 15:42:12
CALL0022808,ACC0022190,2026-02-02 07:17:52,AGT0000468,CMP0000020,OUTBOUND,VND0000010,VOICEMAIL,31,Asia/Kolkata,22808,False,1,1,1,1,1,0,account_master,BRW0010458,1,0,BRW0000991,1,2026-02-02 01:47:52
CALL0022809,ACC0001775,2026-06-12 12:46:16,AGT0000711,CMP0000088,OUTBOUND,VND0000005,BUSY,882,Asia/Kolkata,22809,False,1,1,1,1,1,0,account_master,BRW0011220,1,0,BRW0004807,1,2026-06-12 07:16:16
CALL0022810,ACC0002753,2026-03-15 08:46:51,AGT0000737,CMP0000042,OUTBOUND,VND0000009,BUSY,818,UTC,22810,False,1,1,1,1,1,0,account_master,BRW0008044,1,0,BRW0001582,1,2026-03-15 08:46:51
CALL0022811,ACC0008719,2026-03-17 16:21:51,AGT0000168,CMP0000068,OUTBOUND,VND0000007,ANSWERED,313,Asia/Kolkata,22811,False,1,1,1,1,1,0,account_master,BRW0011654,1,0,BRW0007538,1,2026-03-17 10:51:51
CALL0022812,ACC0006562,2026-06-27 21:01:28,AGT0000320,CMP0000048,OUTBOUND,VND0000010,BUSY,458,UTC,22812,False,1,1,1,1,1,0,account_master,BRW0011833,1,0,BRW0003557,1,2026-06-27 21:01:28
CALL0022813,ACC0026871,2026-04-07 22:48:13,AGT0000927,CMP0000113,OUTBOUND,VND0000004,VOICEMAIL,581,UTC,22813,False,1,1,1,1,1,0,account_master,BRW0009360,1,0,BRW0007869,1,2026-04-07 22:48:13
CALL0022814,ACC0011541,2026-05-13 10:10:07,AGT0000979,CMP0000024,OUTBOUND,VND0000006,VOICEMAIL,525,Asia/Dubai,22814,False,1,1,1,1,1,0,account_master,BRW0003370,1,0,BRW0007907,1,2026-05-13 06:10:07
CALL0022815,ACC0006997,2026-01-29 04:47:13,AGT0000216,CMP0000052,OUTBOUND,VND0000003,VOICEMAIL,37,UTC,22815,False,1,1,1,1,1,0,account_master,BRW0002192,1,0,BRW0002557,1,2026-01-29 04:47:13
CALL0022816,ACC0006030,2026-05-16 10:59:01,AGT0000935,CMP0000100,INBOUND,VND0000003,VOICEMAIL,579,Asia/Kolkata,22816,False,1,1,1,1,1,0,account_master,BRW0004415,1,0,BRW0002411,1,2026-05-16 05:29:01
CALL0022817,ACC0014783,2026-06-26 05:20:51,AGT0000736,CMP0000045,OUTBOUND,VND0000005,VOICEMAIL,36,Asia/Dubai,22817,False,1,1,1,1,1,0,account_master,BRW0010218,1,0,BRW0003288,1,2026-06-26 01:20:51
CALL0022818,ACC0016256,2026-03-15 03:46:52,AGT0000794,CMP0000038,OUTBOUND,VND0000011,BUSY,546,Asia/Dubai,22818,False,1,1,1,1,1,0,account_master,BRW0000926,1,0,BRW0006382,1,2026-03-14 23:46:52
CALL0022819,ACC0012739,2026-06-29 16:17:48,AGT0000137,CMP0000047,INBOUND,VND0000014,ANSWERED,236,UTC,22819,False,1,1,1,1,1,0,account_master,BRW0003499,1,0,BRW0008068,1,2026-06-29 16:17:48
CALL0022820,ACC0006216,2026-07-15 16:27:34,AGT0000419,CMP0000100,OUTBOUND,VND0000001,ANSWERED,279,UTC,22820,False,1,1,1,1,1,0,account_master,BRW0008867,1,0,BRW0001174,1,2026-07-15 16:27:34
CALL0022821,ACC0020981,2026-01-09 00:07:18,AGT0000141,CMP0000117,OUTBOUND,VND0000001,FAILED,147,Asia/Kolkata,22821,False,1,1,1,1,1,0,account_master,BRW0001280,0,0,BRW0001280,1,2026-01-08 18:37:18
CALL0022822,ACC0015957,2026-05-30 06:38:41,AGT0000066,CMP0000086,OUTBOUND,VND0000015,NO_ANSWER,676,UTC,22822,False,1,1,1,1,1,0,account_master,BRW0002372,1,0,BRW0002024,1,2026-05-30 06:38:41
CALL0022823,ACC0016796,2026-06-27 06:09:14,AGT0000806,CMP0000015,OUTBOUND,VND0000005,BUSY,758,Asia/Kolkata,22823,False,1,1,1,1,1,0,account_master,BRW0007381,1,0,BRW0001601,1,2026-06-27 00:39:14
CALL0022824,ACC0027626,2026-03-30 01:46:49,AGT0000492,CMP0000117,OUTBOUND,VND0000015,NO_ANSWER,430,Asia/Dubai,22824,False,1,1,1,1,1,0,account_master,BRW0007907,1,0,BRW0000380,1,2026-03-29 21:46:49
CALL0022825,ACC0002810,2026-03-12 14:11:45,AGT0000117,CMP0000028,OUTBOUND,VND0000006,ANSWERED,741,Asia/Dubai,22825,False,1,1,1,1,1,0,account_master,BRW0007416,1,0,BRW0008121,1,2026-03-12 10:11:45
CALL0022826,ACC0007436,2026-05-08 17:59:31,AGT0000252,CMP0000074,OUTBOUND,VND0000005,FAILED,328,UTC,22826,False,1,1,1,1,1,0,account_master,BRW0001177,1,0,BRW0011327,1,2026-05-08 17:59:31
CALL0022827,ACC0014153,2026-03-23 14:34:33,AGT0000202,CMP0000058,OUTBOUND,VND0000010,NO_ANSWER,854,UTC,22827,False,1,1,1,1,1,0,account_master,BRW0008328,1,0,BRW0003255,1,2026-03-23 14:34:33
CALL0022828,ACC0017762,2026-08-02 23:59:28,AGT0000213,CMP0000035,OUTBOUND,VND0000009,BUSY,741,Asia/Dubai,22828,False,1,1,1,1,1,0,account_master,BRW0000982,1,0,BRW0000045,1,2026-08-02 19:59:28
CALL0022829,ACC0001537,2026-06-21 21:13:48,AGT0000739,CMP0000006,OUTBOUND,VND0000003,VOICEMAIL,117,Asia/Dubai,22829,False,1,1,1,1,1,0,account_master,BRW0002662,1,0,BRW0000595,1,2026-06-21 17:13:48
CALL0022830,ACC0004075,2026-04-25 16:21:09,AGT0000731,CMP0000120,OUTBOUND,VND0000004,FAILED,201,UTC,22830,False,1,1,1,1,1,0,account_master,BRW0001801,1,0,BRW0004644,1,2026-04-25 16:21:09
CALL0022831,ACC0002137,2026-05-13 02:09:25,AGT0000539,CMP0000007,OUTBOUND,VND0000002,NO_ANSWER,437,Asia/Dubai,22831,False,1,1,1,1,1,0,account_master,BRW0009445,1,0,BRW0003302,1,2026-05-12 22:09:25
CALL0022832,ACC0006485,2026-06-27 11:45:35,AGT0000713,CMP0000025,OUTBOUND,VND0000014,VOICEMAIL,744,Asia/Kolkata,22832,False,1,1,1,1,1,0,account_master,BRW0011714,1,0,BRW0004795,1,2026-06-27 06:15:35
CALL0022833,ACC0005689,2026-05-01 16:37:34,AGT0000289,CMP0000085,OUTBOUND,VND0000009,VOICEMAIL,764,UTC,22833,False,1,1,1,1,1,0,account_master,BRW0003930,1,0,BRW0007412,1,2026-05-01 16:37:34
CALL0022834,ACC0012428,2026-04-08 04:31:57,AGT0000236,CMP0000035,OUTBOUND,VND0000005,NO_ANSWER,846,UTC,22834,False,1,1,1,1,1,0,account_master,BRW0004850,1,0,BRW0004953,1,2026-04-08 04:31:57
CALL0022835,ACC0008071,2026-07-10 15:41:18,AGT0000703,CMP0000119,OUTBOUND,VND0000004,VOICEMAIL,400,Asia/Kolkata,22835,False,1,1,1,1,1,0,account_master,BRW0009708,1,0,BRW0006789,1,2026-07-10 10:11:18
CALL0022836,ACC0002829,2026-08-08 02:28:15,AGT0000007,CMP0000041,OUTBOUND,VND0000008,BUSY,756,UTC,22836,False,1,1,1,1,1,0,account_master,BRW0005357,1,0,BRW0008295,1,2026-08-08 02:28:15
CALL0022837,ACC0016597,2026-03-26 22:24:43,AGT0000928,CMP0000058,OUTBOUND,VND0000002,BUSY,640,Asia/Dubai,22837,False,1,1,1,1,1,0,account_master,BRW0001494,1,0,BRW0009716,1,2026-03-26 18:24:43
CALL0022838,ACC0011156,2026-06-11 09:25:43,AGT0000260,CMP0000067,OUTBOUND,VND0000003,BUSY,647,Asia/Kolkata,22838,False,1,1,1,1,1,0,account_master,BRW0000805,1,0,BRW0001924,1,2026-06-11 03:55:43
CALL0022839,ACC0010708,2026-06-08 11:28:10,AGT0000949,CMP0000010,INBOUND,VND0000015,NO_ANSWER,128,Asia/Kolkata,22839,False,1,1,1,1,1,0,account_master,BRW0007942,1,0,BRW0008530,1,2026-06-08 05:58:10
CALL0022840,ACC0014570,2026-01-31 09:48:02,AGT0000303,CMP0000097,OUTBOUND,VND0000009,FAILED,331,Asia/Dubai,22840,False,1,1,1,1,1,0,account_master,BRW0002389,1,0,BRW0010801,1,2026-01-31 05:48:02
CALL0022841,ACC0029198,2026-04-07 08:44:36,AGT0000035,CMP0000117,OUTBOUND,VND0000010,BUSY,476,Asia/Dubai,22841,False,1,1,1,1,1,0,account_master,BRW0006033,1,0,BRW0009337,1,2026-04-07 04:44:36
CALL0022842,ACC0022009,2026-05-01 21:42:12,AGT0000341,CMP0000008,INBOUND,VND0000006,FAILED,230,Asia/Dubai,22842,False,1,1,1,1,1,0,account_master,BRW0008299,1,0,BRW0006746,1,2026-05-01 17:42:12
CALL0022843,ACC0005355,2026-05-03 16:09:35,AGT0000960,CMP0000070,OUTBOUND,VND0000010,ANSWERED,392,Asia/Dubai,22843,False,1,1,1,1,1,0,account_master,BRW0005102,1,0,BRW0007868,1,2026-05-03 12:09:35
CALL0022844,ACC0026504,2026-01-24 11:10:09,AGT0000575,CMP0000105,OUTBOUND,VND0000012,ANSWERED,616,Asia/Kolkata,22844,False,1,1,1,1,1,0,account_master,BRW0000137,1,0,BRW0010320,1,2026-01-24 05:40:09
CALL0022845,ACC0008178,2026-08-08 08:12:11,AGT0000034,CMP0000060,OUTBOUND,VND0000001,BUSY,505,UTC,22845,False,1,1,1,1,1,0,account_master,BRW0011461,1,0,BRW0009574,1,2026-08-08 08:12:11
CALL0022846,ACC0003859,2026-02-06 06:26:13,AGT0000836,CMP0000065,OUTBOUND,VND0000015,FAILED,415,UTC,22846,False,1,1,1,1,1,0,account_master,BRW0004718,1,0,BRW0002714,1,2026-02-06 06:26:13
CALL0022847,ACC0018073,2026-03-15 20:07:46,AGT0000660,CMP0000020,OUTBOUND,VND0000005,BUSY,667,UTC,22847,False,1,1,1,1,1,0,account_master,BRW0007312,1,0,BRW0011762,1,2026-03-15 20:07:46
CALL0022848,ACC0000567,2026-07-09 09:27:22,AGT0000798,CMP0000065,OUTBOUND,VND0000007,NO_ANSWER,265,Asia/Kolkata,22848,False,1,1,1,1,1,0,account_master,BRW0008936,1,0,BRW0008455,1,2026-07-09 03:57:22
CALL0022849,ACC0001521,2026-03-22 10:06:24,AGT0000931,CMP0000078,OUTBOUND,VND0000005,BUSY,1,Asia/Kolkata,22849,False,1,1,1,1,1,0,account_master,BRW0004770,1,0,BRW0006161,1,2026-03-22 04:36:24
CALL0022850,ACC0011538,2026-04-20 06:04:21,AGT0000361,CMP0000013,OUTBOUND,VND0000011,NO_ANSWER,613,Asia/Kolkata,22850,False,1,1,1,1,1,0,account_master,BRW0011740,1,0,BRW0007137,1,2026-04-20 00:34:21
CALL0022851,ACC0018413,2026-01-27 01:52:20,AGT0000008,CMP0000092,OUTBOUND,VND0000015,ANSWERED,348,Asia/Kolkata,22851,False,1,1,1,1,1,0,account_master,BRW0007296,1,0,BRW0011887,1,2026-01-26 20:22:20
CALL0022852,ACC0029557,2026-03-06 09:37:05,AGT0000452,CMP0000110,OUTBOUND,VND0000003,FAILED,760,Asia/Kolkata,22852,False,1,1,1,1,1,0,account_master,BRW0008836,1,0,BRW0000297,1,2026-03-06 04:07:05
CALL0022853,ACC0013975,2026-02-01 10:22:56,AGT0000069,CMP0000068,OUTBOUND,VND0000013,NO_ANSWER,844,Asia/Kolkata,22853,False,1,1,1,1,1,0,account_master,BRW0003839,1,0,BRW0000478,1,2026-02-01 04:52:56
CALL0022854,ACC0003908,2026-04-24 06:36:52,AGT0000939,CMP0000086,OUTBOUND,VND0000011,NO_ANSWER,578,Asia/Dubai,22854,False,1,1,1,1,1,0,account_master,BRW0003909,1,0,BRW0008878,1,2026-04-24 02:36:52
CALL0022855,ACC0003931,2026-01-05 08:01:41,AGT0000363,CMP0000019,OUTBOUND,VND0000012,BUSY,501,Asia/Dubai,22855,False,1,1,1,1,1,0,account_master,BRW0005781,1,0,BRW0010045,1,2026-01-05 04:01:41
CALL0022856,ACC0021494,2026-06-18 20:25:44,AGT0000518,CMP0000087,OUTBOUND,VND0000010,FAILED,638,Asia/Dubai,22856,False,1,1,1,1,1,0,account_master,BRW0004781,1,0,BRW0003248,1,2026-06-18 16:25:44
CALL0022857,ACC0002999,2026-06-30 04:02:21,AGT0000764,CMP0000023,OUTBOUND,VND0000011,FAILED,411,Asia/Dubai,22857,False,1,1,1,1,1,0,account_master,BRW0007421,1,0,BRW0010737,1,2026-06-30 00:02:21
CALL0022858,ACC0026018,2026-07-30 22:24:27,AGT0000334,CMP0000012,OUTBOUND,VND0000008,NO_ANSWER,775,Asia/Kolkata,22858,False,1,1,1,1,1,0,account_master,BRW0010697,1,0,BRW0001767,1,2026-07-30 16:54:27
CALL0022859,ACC0009888,2026-03-01 12:09:27,AGT0000892,CMP0000001,INBOUND,VND0000004,NO_ANSWER,894,Asia/Dubai,22859,False,1,1,1,1,1,0,account_master,BRW0005708,1,0,BRW0002120,1,2026-03-01 08:09:27
CALL0022860,ACC0023472,2026-07-12 16:16:01,AGT0000053,CMP0000038,OUTBOUND,VND0000001,FAILED,209,Asia/Kolkata,22860,False,1,1,1,1,1,0,account_master,BRW0005176,1,0,BRW0002308,1,2026-07-12 10:46:01
CALL0022861,ACC0012402,2026-02-25 03:44:39,AGT0000975,CMP0000094,OUTBOUND,VND0000004,FAILED,47,Asia/Dubai,22861,False,1,1,1,1,1,0,account_master,BRW0011573,1,0,BRW0009275,1,2026-02-24 23:44:39
CALL0022862,ACC0018166,2026-02-07 12:43:34,AGT0000676,CMP0000015,OUTBOUND,VND0000007,VOICEMAIL,565,Asia/Kolkata,22862,False,1,1,1,1,1,0,account_master,BRW0007551,1,0,BRW0010960,1,2026-02-07 07:13:34
CALL0022863,ACC0013205,2026-03-10 14:07:48,AGT0000432,CMP0000029,OUTBOUND,VND0000014,ANSWERED,895,UTC,22863,False,1,1,1,1,1,0,account_master,BRW0000397,1,0,BRW0004065,1,2026-03-10 14:07:48
CALL0022864,ACC0028875,2026-04-13 03:58:26,AGT0000587,CMP0000036,OUTBOUND,VND0000006,NO_ANSWER,264,Asia/Kolkata,22864,False,1,1,1,1,1,0,account_master,BRW0004516,1,0,BRW0004150,1,2026-04-12 22:28:26
CALL0022865,ACC0015744,2026-07-31 14:24:30,AGT0000934,CMP0000017,OUTBOUND,VND0000001,ANSWERED,222,Asia/Kolkata,22865,False,1,1,1,1,1,0,account_master,BRW0010657,1,0,BRW0010188,1,2026-07-31 08:54:30
CALL0022866,ACC0015105,2026-07-05 01:42:32,AGT0000886,CMP0000009,OUTBOUND,VND0000012,ANSWERED,401,Asia/Dubai,22866,False,1,1,1,1,1,0,account_master,BRW0000828,1,0,BRW0010340,1,2026-07-04 21:42:32
CALL0022867,ACC0025087,2026-02-05 06:56:05,AGT0000589,CMP0000084,OUTBOUND,VND0000003,FAILED,413,Asia/Kolkata,22867,False,1,1,1,1,1,0,account_master,BRW0009105,1,0,BRW0009501,1,2026-02-05 01:26:05
CALL0022868,ACC0004207,2026-07-09 11:26:44,AGT0000536,CMP0000043,OUTBOUND,VND0000003,ANSWERED,823,UTC,22868,False,1,1,1,1,1,0,account_master,BRW0010598,1,0,BRW0002437,1,2026-07-09 11:26:44
CALL0022869,ACC0022541,2026-03-28 17:21:28,AGT0000832,CMP0000086,OUTBOUND,VND0000012,VOICEMAIL,778,Asia/Kolkata,22869,False,1,1,1,1,1,0,account_master,BRW0008782,1,0,BRW0004146,1,2026-03-28 11:51:28
CALL0022870,ACC0020085,2026-01-24 20:26:27,AGT0000496,CMP0000099,OUTBOUND,VND0000006,VOICEMAIL,306,Asia/Kolkata,22870,False,1,1,1,1,1,0,account_master,BRW0000521,1,0,BRW0009674,1,2026-01-24 14:56:27
CALL0022871,ACC0014425,2026-05-04 11:33:57,AGT0000932,CMP0000102,OUTBOUND,VND0000003,VOICEMAIL,389,Asia/Kolkata,22871,False,1,1,1,1,1,0,account_master,BRW0004894,1,0,BRW0003073,1,2026-05-04 06:03:57
CALL0022872,ACC0017165,2026-05-25 07:49:16,AGT0000012,CMP0000106,OUTBOUND,VND0000003,FAILED,422,Asia/Kolkata,22872,False,1,1,1,1,1,0,account_master,BRW0008744,1,0,BRW0000622,1,2026-05-25 02:19:16
CALL0022873,ACC0014683,2026-01-06 14:35:38,AGT0000144,CMP0000061,OUTBOUND,VND0000002,FAILED,436,Asia/Kolkata,22873,False,1,1,1,1,1,0,account_master,BRW0006016,1,0,BRW0009941,1,2026-01-06 09:05:38
CALL0022874,ACC0026153,2026-05-02 05:30:56,AGT0000175,CMP0000059,OUTBOUND,VND0000003,VOICEMAIL,856,Asia/Dubai,22874,False,1,1,1,1,1,0,account_master,BRW0001658,1,0,BRW0004802,1,2026-05-02 01:30:56
CALL0022875,ACC0021913,2026-02-14 12:22:54,AGT0000272,CMP0000019,OUTBOUND,VND0000013,ANSWERED,160,UTC,22875,False,1,1,1,1,1,0,account_master,BRW0009014,1,0,BRW0004048,1,2026-02-14 12:22:54
CALL0022876,ACC0012221,2026-03-04 17:27:12,AGT0000801,CMP0000085,OUTBOUND,VND0000001,FAILED,237,UTC,22876,False,1,1,1,1,1,0,account_master,BRW0005630,1,0,BRW0002820,1,2026-03-04 17:27:12
CALL0022877,ACC0020124,2026-01-12 06:22:10,AGT0000847,CMP0000076,OUTBOUND,VND0000003,ANSWERED,862,Asia/Dubai,22877,False,1,1,1,1,1,0,account_master,BRW0002249,1,0,BRW0010100,1,2026-01-12 02:22:10
CALL0022878,ACC0018102,2026-02-03 21:47:37,,CMP0000110,OUTBOUND,VND0000015,BUSY,665,Asia/Dubai,22878,False,1,1,1,0,1,0,account_master,BRW0009094,1,0,BRW0011382,1,2026-02-03 17:47:37
CALL0022879,ACC0024926,2026-03-30 10:02:25,AGT0000616,CMP0000021,OUTBOUND,VND0000015,BUSY,339,UTC,22879,False,1,1,1,1,1,0,account_master,BRW0011679,1,0,BRW0001671,1,2026-03-30 10:02:25
CALL0022880,ACC0005328,2026-03-14 05:36:44,AGT0000684,CMP0000054,OUTBOUND,VND0000004,FAILED,482,Asia/Dubai,22880,False,1,1,1,1,1,0,account_master,BRW0009436,1,0,BRW0009680,1,2026-03-14 01:36:44
CALL0022881,ACC0006034,2026-04-25 02:28:18,AGT0000718,CMP0000030,OUTBOUND,VND0000008,FAILED,22,UTC,22881,False,1,1,1,1,1,0,account_master,BRW0010865,1,0,BRW0009724,1,2026-04-25 02:28:18
CALL0022882,ACC0029464,2026-03-23 20:08:08,AGT0000100,CMP0000117,OUTBOUND,VND0000015,FAILED,562,Asia/Dubai,22882,False,1,1,1,1,1,0,account_master,BRW0000797,1,0,BRW0001037,1,2026-03-23 16:08:08
CALL0022883,ACC0008886,2026-07-16 08:57:13,AGT0000906,CMP0000079,OUTBOUND,VND0000012,VOICEMAIL,98,UTC,22883,False,1,1,1,1,1,0,raw_event_borrower,BRW0008157,0,1,BRW0008157,1,2026-07-16 08:57:13
CALL0022884,ACC0022063,2026-07-21 22:44:50,AGT0000132,CMP0000002,OUTBOUND,VND0000009,VOICEMAIL,640,UTC,22884,False,1,1,1,1,1,0,account_master,BRW0004366,1,0,BRW0007902,1,2026-07-21 22:44:50
CALL0022885,ACC0004940,2026-05-04 00:58:49,AGT0000676,CMP0000109,OUTBOUND,VND0000001,ANSWERED,493,Asia/Dubai,22885,False,1,1,1,1,1,0,account_master,BRW0003392,1,0,BRW0005222,1,2026-05-03 20:58:49
CALL0022886,ACC0002414,2026-02-11 21:42:49,AGT0000044,CMP0000082,OUTBOUND,VND0000014,FAILED,546,Asia/Dubai,22886,False,1,1,1,1,1,0,account_master,BRW0010013,1,0,BRW0007638,1,2026-02-11 17:42:49
CALL0022887,ACC0010237,2026-05-27 10:46:19,AGT0000851,CMP0000108,OUTBOUND,VND0000011,VOICEMAIL,43,UTC,22887,False,1,1,1,1,1,0,account_master,BRW0004068,1,0,BRW0010026,1,2026-05-27 10:46:19
CALL0022888,ACC0029213,2026-03-16 08:09:33,AGT0000584,CMP0000090,OUTBOUND,VND0000004,BUSY,420,Asia/Kolkata,22888,False,1,1,1,1,1,0,account_master,BRW0007978,1,0,BRW0002279,1,2026-03-16 02:39:33
CALL0022889,ACC0014038,2026-06-10 23:58:17,AGT0000897,CMP0000028,OUTBOUND,VND0000002,BUSY,548,Asia/Dubai,22889,False,1,1,1,1,1,0,account_master,BRW0002597,1,0,BRW0003559,1,2026-06-10 19:58:17
CALL0022890,ACC0010856,2026-03-30 07:49:20,AGT0000195,CMP0000028,OUTBOUND,VND0000003,ANSWERED,488,Asia/Dubai,22890,False,1,1,1,1,1,0,account_master,BRW0001682,1,0,BRW0008013,1,2026-03-30 03:49:20
CALL0022891,ACC0016916,2026-01-30 00:51:54,AGT0000368,CMP0000108,OUTBOUND,VND0000015,FAILED,884,UTC,22891,False,1,1,1,1,1,0,account_master,BRW0001756,1,0,BRW0004123,1,2026-01-30 00:51:54
CALL0022892,ACC0010976,2026-01-24 07:58:53,AGT0000877,CMP0000013,OUTBOUND,VND0000001,VOICEMAIL,681,Asia/Dubai,22892,False,1,1,1,1,1,0,account_master,BRW0002741,1,0,BRW0000791,1,2026-01-24 03:58:53
CALL0022893,ACC0026708,2026-02-06 19:44:24,AGT0000737,CMP0000106,OUTBOUND,VND0000002,FAILED,771,Asia/Kolkata,22893,False,1,1,1,1,1,0,account_master,BRW0009993,1,0,BRW0011470,1,2026-02-06 14:14:24
CALL0022894,ACC0023155,2026-01-03 05:56:53,AGT0000303,CMP0000093,OUTBOUND,VND0000011,BUSY,563,Asia/Dubai,22894,False,1,1,1,1,1,0,account_master,BRW0001564,1,0,BRW0004182,1,2026-01-03 01:56:53
